10,1000,13.0,14.0,100.0
time,Ekin,Epot,ElastE,Mol0-rx,Mol0-ry,Mol0-vx,Mol0-vy,Mol0-ax,Mol0-ay,Mol1-rx,Mol1-ry,Mol1-vx,Mol1-vy,Mol1-ax,Mol1-ay,Mol2-rx,Mol2-ry,Mol2-vx,Mol2-vy,Mol2-ax,Mol2-ay,Mol3-rx,Mol3-ry,Mol3-vx,Mol3-vy,Mol3-ax,Mol3-ay,Mol4-rx,Mol4-ry,Mol4-vx,Mol4-vy,Mol4-ax,Mol4-ay,Mol5-rx,Mol5-ry,Mol5-vx,Mol5-vy,Mol5-ax,Mol5-ay,Mol6-rx,Mol6-ry,Mol6-vx,Mol6-vy,Mol6-ax,Mol6-ay,Mol7-rx,Mol7-ry,Mol7-vx,Mol7-vy,Mol7-ax,Mol7-ay,Mol8-rx,Mol8-ry,Mol8-vx,Mol8-vy,Mol8-ax,Mol8-ay,Mol9-rx,Mol9-ry,Mol9-vx,Mol9-vy,Mol9-ax,Mol9-ay
0.0,53601.90581938198,-22.720846140221596,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.0052301852937858,-0.002939003090162392,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-0.002588969081298546,0.0050726356170694865,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.010821436468657512,-0.03398081768191805,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.010821436468657512,0.03398081768191805,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.38355105342720935,-0.07260436802450641,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.005675582437781456,0.003228231767129471,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.4539714399565583E-4,-2.8922867696707906E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.004232839825888751,-0.006856055136787555,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.005604738450263856,0.004707686629119339,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.3847681238841328,0.06968010091510514
0.01,53599.335696437745,-20.866693561546317,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.0044542644840707205,-0.002524413274491474,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-0.002136075617114946,0.004208212478207054,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.009329616402582386,-0.03051119755142647,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.009329616402582386,0.03051119755142647,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.44047041227210004,-0.08349555601208165,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.0048927476568759575,0.002808702831420536,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.384831728052375E-4,-2.8428955692906186E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.003985912979981701,-0.00591636893315132,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.0064617430645819655,0.0053360295629668476,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.44013065780461474,0.07986768290405907
0.02,53596.291131053935,-18.743173652077495,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.0037923548961683686,-0.002167217548363331,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-0.001767202994568032,0.0035001116992486024,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.008030249298622592,-0.02736967946591314,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.008030249298622592,0.02736967946591314,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.506102790967886,-0.09609879821523637,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.004224036425158402,0.0024466563765342814,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.316815289900334E-4,-2.794388281709506E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.0037115670370332894,-0.005124492955294044,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.0074538032240954975,0.0060490013976454505,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.5041277577753919,0.09167417807363636
0.03,53592.71068170666,-16.2957844224893,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.0032269607370111475,-0.0018591590318092844,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-0.001465900175160555,0.0029184801621883537,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.006900679388513109,-0.02453012577435399,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.006900679388513109,0.02453012577435399,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.581917766653994,-0.1106993928012325,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.003651951036480718,0.0021338338628560704,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.249902994695704E-4,-2.7467483104678605E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.003424493799515579,-0.0044532346878495875,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.00860257496151177,0.006857796636061138,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.5782055856671584,0.10537635069083261
0.04,53588.521326515634,-13.459820566309617,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.002743395546136383,-0.001593218744287203,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-0.0012191013583330097,0.0024394597104299065,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.00592052352470196,-0.021967602158275853,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.00592052352470196,0.021967602158275853,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.6696458520050427,-0.12763459559645704,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.003161803154049957,0.0018632146845971068,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.184076079135739E-4,-2.699959403099037E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.0031354798897140408,-0.0038810580037121276,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.009933195638972976,0.007775000824057346,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.6640672376141167,0.12130119306568192
0.05,53583.6366946652,-10.158643865547802,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.002329311662771833,-0.0013634229018911481,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-0.001016396561900859,0.0020439259163079738,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.005071519090838773,-0.019658492488595976,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.005071519090838773,0.019658492488595976,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.7713264510142964,-0.14730325637539743,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.002741243276273801,0.0016288234659190938,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.1193161350196834E-4,-2.6540056402794566E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.0028522677974357324,-0.0033908262340551975,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.011474835276877971,0.008814738346565367,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.7637202800967551,0.13983541834657928
0.060000000000000005,53577.95496018452,-6.301627796358491,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.00197431162010659,-0.0011646812258995654,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-8.494662420801902E-4,0.0017165039181882774,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.004337366039885533,-0.017580570994998088,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.004337366039885533,0.017580570994998088,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-0.8893647782153027,-0.17017726505551437,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.0023798721299130078,0.0014255683684879753,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-4.0556050980641774E-4,-2.6088714258840984E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.0025802390389076044,-0.0029688315318381654,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.013261332285822566,0.009992829830297735,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,0.8795331512104679,0.16143676283886652
0.07,53571.356353207986,-1.7817290283852083,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.001669626684076346,-9.926511267827885E-4,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-7.116415603003733E-4,0.0014447979552028932,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.003703567629988519,-0.01571303872458546,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.003703567629988519,0.01571303872458546,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-1.026599306491287,-0.19681513478085708,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.002068919207850296,0.0012491052745636352,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-3.9929252377394987E-4,-2.5645414778084673E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.002322956760101696,-0.002604044768773236,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.015331925992030747,0.011326958340588496,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,1.0143019788196583,0.18664742325383893
0.08,53563.70023841106,3.527367368528978,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.0014078505101011915,-8.436234989071844E-4,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-5.975612313483892E-4,0.0012187862791815647,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.0031572734293322286,-0.014036530659947529,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.0031572734293322286,0.014036530659947529,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-1.1863815094108134,-0.22787809279875237,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.001800976424897799,0.0010957235808514323,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-3.9312591479660736E-4,-2.521000819442479E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.002082596593375798,-0.0022875354907375494,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.017732100206741465,0.01283684317384065,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,1.1713295670287962,0.2161099988364677
0.09,53554.82103234372,9.330568162889524,0.0,33.04258192675702,37.37011458333724,4.631557350198731,0.907721624012522,-0.0011827181178314418,-7.144265817898368E-4,11.454801917509775,96.35598838539923,-3.784004141766562,-3.167053066437282,-5.029028680203281E-4,0.0010303444713890414,62.54823422416015,9.807444271672459,14.590711446945818,-7.2915066513878095,0.002687127295504672,-0.01253309921383533,51.083283497569134,27.979914327742264,7.040125233012039,16.290446818206338,-0.002687127295504672,0.01253309921383533,52.40164974696068,68.62845587011817,-0.8901097122626433,-6.384300999767082,-1.3726698491278368,-0.2641490918265396,93.03231008338923,61.827746220702466,8.127542011615754,-18.433463240415684,0.0015831730357839405,8.961024231957329E-4,24.90172049397293,14.551058000634374,16.46986895280121,18.099688448129886,-3.870589738539423E-4,-2.47823477170218E-4,-0.1540957154512163,76.34265253637116,-7.723021825405733,9.107370688528158,-0.001873684171675244,-0.0019458754541782587,10.48862666528224,83.79773380205116,-6.153706793866352,-6.571841073678522,0.02051455432779885,0.014544419627776153,74.6548456935609,7.656785455270551,-5.9243406106708845,-13.159229280630077,1.354518485895635,0.250586350817317
